index,stock_id,year,file_path,mda_sentence,audit_sentence,mda_score,audit_score
600070/2014,600070,2014,clean1\深证A股ST公司\600070\浙江富润股份有限公司2014年报（修订版）.pdf.txt_total.md,27,11,-0.02928267,-0.063403053
600071/2015,600071,2015,clean1\深证A股ST公司\600071\_ST光学2015年报.pdf.txt_total.md,61,12,0.153682805,-0.058635554
600071/2016,600071,2016,clean1\深证A股ST公司\600071\凤凰光学2016年年度报告.pdf.txt_total.md,63,12,0.203324315,-0.058635554
600071/2017,600071,2017,clean1\深证A股ST公司\600071\凤凰光学2017年年度报告.pdf.txt_total.md,47,48,0.328550638,-0.057788702
600071/2012,600071,2012,clean1\深证A股ST公司\600071\凤凰光学股份有限公司2012年年度报告.pdf.txt_total.md,27,11,-0.057513133,-0.063560325
600071/2013,600071,2013,clean1\深证A股ST公司\600071\凤凰光学股份有限公司2013年年度报告.pdf.txt_total.md,28,11,-0.054784127,-0.063560325
600071/2014,600071,2014,clean1\深证A股ST公司\600071\凤凰光学股份有限公司2014年报.pdf.txt_total.md,24,12,-0.072242612,-0.058635554
600073/2015,600073,2015,clean1\深证A股ST公司\600073\上海梅林2015年年度报告.pdf.txt_total.md,40,11,0.343007219,-0.063406201
600073/2016,600073,2016,clean1\深证A股ST公司\600073\上海梅林2016年年度报告.pdf.txt_total.md,25,11,0.112464852,-0.063406201
600073/2017,600073,2017,clean1\深证A股ST公司\600073\上海梅林2017年年度报告（修订版）.pdf.txt_total.md,34,49,0.23862176,-0.101691314
600073/2011,600073,2011,clean1\深证A股ST公司\600073\上海梅林正广和股份有限公司2011年年度报告（修订版）.pdf.txt_total.md,508,0,0.045793457,
600073/2012,600073,2012,clean1\深证A股ST公司\600073\上海梅林正广和股份有限公司2012年年度报告.pdf.txt_total.md,72,12,0.136978525,-0.058992728
600073/2013,600073,2013,clean1\深证A股ST公司\600073\上海梅林正广和股份有限公司2013年年度报告.pdf.txt_total.md,65,12,0.269657189,-0.058822935
600073/2014,600073,2014,clean1\深证A股ST公司\600073\上海梅林正广和股份有限公司2014年报.pdf.txt_total.md,56,12,0.202772154,-0.058820972
600075/2016,600075,2016,clean1\深证A股ST公司\600075\新疆天业2016年年度报告.pdf.txt_total.md,85,11,0.350605872,-0.063282329
600075/2017,600075,2017,clean1\深证A股ST公司\600075\新疆天业2017年年度报告.pdf.txt_total.md,83,41,0.3336602,-0.044272477
600075/2012,600075,2012,clean1\深证A股ST公司\600075\新疆天业股份有限公司2012年年度报告(修订版).pdf.txt_total.md,49,0,0.418247464,
600075/2013,600075,2013,clean1\深证A股ST公司\600075\新疆天业股份有限公司2013年年度报告.pdf.txt_total.md,43,0,0.436937869,
600075/2014,600075,2014,clean1\深证A股ST公司\600075\新疆天业股份有限公司2014年报.pdf.txt_total.md,92,11,0.298904344,-0.063282329
600076/2015,600076,2015,clean1\深证A股ST公司\600076\康欣新材2015年报.pdf.txt_total.md,83,12,0.036515159,-0.05824467
600076/2016,600076,2016,clean1\深证A股ST公司\600076\康欣新材2016年年度报告.pdf.txt_total.md,123,11,0.169859816,-0.063620014
600076/2017,600076,2017,clean1\深证A股ST公司\600076\康欣新材2017年年度报告.pdf.txt_total.md,90,44,0.29063909,-0.093909723
600076/2012,600076,2012,clean1\深证A股ST公司\600076\潍坊北大青鸟华光科技股份有限公司2012年年度报告.pdf.txt_total.md,24,13,0.063688088,-0.058077048
600076/2013,600076,2013,clean1\深证A股ST公司\600076\潍坊北大青鸟华光科技股份有限公司2013年年度报告.pdf.txt_total.md,52,14,0.089208504,-0.195276661
600077/2012,600077,2012,clean1\深证A股ST公司\600077\宋都基业投资股份有限公司2012年年度报告(修订版).pdf.txt_total.md,31,11,0.062641399,-0.063563642
600077/2013,600077,2013,clean1\深证A股ST公司\600077\宋都基业投资股份有限公司2013年年度报告.pdf.txt_total.md,36,11,0.192519057,-0.063477991
600077/2014,600077,2014,clean1\深证A股ST公司\600077\宋都基业投资股份有限公司2014年报.pdf.txt_total.md,36,11,0.135496507,-0.063477991
600077/2015,600077,2015,clean1\深证A股ST公司\600077\宋都股份2015年报.pdf.txt_total.md,23,11,0.313415943,-0.063292763
600077/2016,600077,2016,clean1\深证A股ST公司\600077\宋都股份2016年年度报告.pdf.txt_total.md,43,11,0.191278754,-0.063292763
600077/2017,600077,2017,clean1\深证A股ST公司\600077\宋都股份2017年年度报告.pdf.txt_total.md,50,41,0.111008582,-0.040993405
600078/2012,600078,2012,clean1\深证A股ST公司\600078\江苏澄星磷化工股份有限公司2012年年度报告.pdf.txt_total.md,31,11,-0.063299377,-0.063483883
600078/2013,600078,2013,clean1\深证A股ST公司\600078\江苏澄星磷化工股份有限公司2013年年度报告.pdf.txt_total.md,28,11,0.020421712,-0.063483883
600078/2014,600078,2014,clean1\深证A股ST公司\600078\江苏澄星磷化工股份有限公司2014年报.pdf.txt_total.md,25,11,0.035635245,-0.063298655
600078/2015,600078,2015,clean1\深证A股ST公司\600078\澄星股份2015年年度报告.pdf.txt_total.md,19,15,-0.288563687,-0.159697178
600078/2016,600078,2016,clean1\深证A股ST公司\600078\澄星股份2016年年度报告（修订稿）.pdf.txt_total.md,20,15,0.082621369,-0.159697178
600078/2017,600078,2017,clean1\深证A股ST公司\600078\澄星股份2017年年度报告（修订稿）.pdf.txt_total.md,22,48,0.227293265,-0.132693009
600079/2015,600079,2015,clean1\深证A股ST公司\600079\人福医药2015年报.pdf.txt_total.md,79,11,0.308412829,-0.063920451
600079/2016,600079,2016,clean1\深证A股ST公司\600079\人福医药2016年年度报告（修订稿）.pdf.txt_total.md,73,11,0.265768823,-0.063920451
600079/2017,600079,2017,clean1\深证A股ST公司\600079\人福医药2017年年度报告（修订稿）.pdf.txt_total.md,86,46,0.30575491,-0.068629975
600079/2013,600079,2013,clean1\深证A股ST公司\600079\人福医药集团股份公司2013年年度报告.pdf.txt_total.md,59,0,0.318811337,
600079/2014,600079,2014,clean1\深证A股ST公司\600079\人福医药集团股份公司2014年报（修订版）.pdf.txt_total.md,60,10,0.233199853,-0.070417305
600079/2011,600079,2011,clean1\深证A股ST公司\600079\武汉人福医药集团股份有限公司2011年年度报告.pdf.txt_total.md,448,0,0.091205668,
600079/2012,600079,2012,clean1\深证A股ST公司\600079\武汉人福医药集团股份有限公司2012年年度报告.pdf.txt_total.md,57,0,0.390999402,
600080/2012,600080,2012,clean1\深证A股ST公司\600080\金花企业(集团)股份有限公司2012年年度报告.pdf.txt_total.md,46,11,0.376031723,-0.063563744
600080/2013,600080,2013,clean1\深证A股ST公司\600080\金花企业(集团)股份有限公司2013年年度报告.pdf.txt_total.md,48,12,0.370245075,-0.058596834
600080/2014,600080,2014,clean1\深证A股ST公司\600080\金花企业(集团)股份有限公司2014年报.pdf.txt_total.md,45,11,0.330612946,-0.064382387
600080/2015,600080,2015,clean1\深证A股ST公司\600080\金花股份2015年报.pdf.txt_total.md,46,11,0.319327279,-0.064382539
600080/2016,600080,2016,clean1\深证A股ST公司\600080\金花股份2016年年度报告（修订版）.pdf.txt_total.md,54,12,0.35368354,-0.058427245
600080/2017,600080,2017,clean1\深证A股ST公司\600080\金花股份2017年年度报告.pdf.txt_total.md,19,49,0.673837298,-0.051852374
600081/2012,600081,2012,clean1\深证A股ST公司\600081\东风电子科技股份有限公司2012年年度报告.pdf.txt_total.md,29,11,0.122112214,-0.064813429
600081/2013,600081,2013,clean1\深证A股ST公司\600081\东风电子科技股份有限公司2013年年度报告.pdf.txt_total.md,41,12,0.18063697,-0.058822164
600081/2014,600081,2014,clean1\深证A股ST公司\600081\东风电子科技股份有限公司2014年报.pdf.txt_total.md,47,11,-0.094900709,-0.155262319
600081/2015,600081,2015,clean1\深证A股ST公司\600081\东风科技2015年报.pdf.txt_total.md,93,12,-0.004701024,-0.058990609
600081/2016,600081,2016,clean1\深证A股ST公司\600081\东风科技2016年年度报告.pdf.txt_total.md,96,12,0.119727441,-0.058990609
600081/2017,600081,2017,clean1\深证A股ST公司\600081\东风科技2017年年度报告.pdf.txt_total.md,113,45,0.138863731,-0.077058858
600086/2015,600086,2015,clean1\深证A股ST公司\600086\东方金钰2015年年度报告.pdf.txt_total.md,39,11,0.360785918,-0.063592126
600086/2016,600086,2016,clean1\深证A股ST公司\600086\东方金钰2016年年度报告（修订）.pdf.txt_total.md,69,11,0.231184599,-0.063592126
600086/2017,600086,2017,clean1\深证A股ST公司\600086\东方金钰2017年年度报告（修订版）.pdf.txt_total.md,62,52,0.19929885,-0.061304091
600086/2012,600086,2012,clean1\深证A股ST公司\600086\东方金钰股份有限公司2012年年度报告.pdf.txt_total.md,39,11,0.508416473,-0.063600764
600086/2013,600086,2013,clean1\深证A股ST公司\600086\东方金钰股份有限公司2013年年度报告.pdf.txt_total.md,38,11,0.444582624,-0.063601874
600086/2014,600086,2014,clean1\深证A股ST公司\600086\东方金钰股份有限公司2014年报（修订版）.pdf.txt_total.md,49,11,0.041614111,-0.063592126
600088/2015,600088,2015,clean1\深证A股ST公司\600088\中视传媒2015年年度报告.pdf.txt_total.md,68,12,-0.062121938,-0.058648112
600088/2016,600088,2016,clean1\深证A股ST公司\600088\中视传媒2016年年度报告.pdf.txt_total.md,82,12,0.091524211,-0.058648112
600088/2017,600088,2017,clean1\深证A股ST公司\600088\中视传媒2017年年度报告.pdf.txt_total.md,74,47,0.301309332,-0.054317828
600088/2012,600088,2012,clean1\深证A股ST公司\600088\中视传媒股份有限公司2012年年度报告.pdf.txt_total.md,73,11,0.120084514,-0.063435956
600088/2013,600088,2013,clean1\深证A股ST公司\600088\中视传媒股份有限公司2013年年度报告.pdf.txt_total.md,75,12,0.221468853,-0.060028103
600088/2014,600088,2014,clean1\深证A股ST公司\600088\中视传媒股份有限公司2014年报.pdf.txt_total.md,70,12,0.026449097,-0.058648112
600089/2015,600089,2015,clean1\深证A股ST公司\600089\特变电工2015年年度报告（修订版）.pdf.txt_total.md,14,12,0.682517259,-0.047403906
600089/2016,600089,2016,clean1\深证A股ST公司\600089\特变电工2016年年度报告.pdf.txt_total.md,9,12,0.670399125,-0.047403906
600089/2017,600089,2017,clean1\深证A股ST公司\600089\特变电工2017年年度报告.pdf.txt_total.md,52,50,0.501697323,-0.068919033
600089/2012,600089,2012,clean1\深证A股ST公司\600089\特变电工股份有限公司2012年年度报告.pdf.txt_total.md,45,11,0.366720822,-0.063601688
600089/2013,600089,2013,clean1\深证A股ST公司\600089\特变电工股份有限公司2013年年度报告.pdf.txt_total.md,47,11,0.388972161,-0.063794462
600089/2014,600089,2014,clean1\深证A股ST公司\600089\特变电工股份有限公司2014年报.pdf.txt_total.md,45,12,0.435193151,-0.047580259
600095/2012,600095,2012,clean1\深证A股ST公司\600095\哈尔滨高科技(集团)股份有限公司2012年年度报告.pdf.txt_total.md,32,11,-0.153188018,-0.063799975
600095/2013,600095,2013,clean1\深证A股ST公司\600095\哈尔滨高科技(集团)股份有限公司2013年年度报告(修订版).pdf.txt_total.md,46,11,0.093225049,-0.063639673
600095/2014,600095,2014,clean1\深证A股ST公司\600095\哈尔滨高科技(集团)股份有限公司2014年报.pdf.txt_total.md,39,11,0.052910464,-0.063696202
600095/2015,600095,2015,clean1\深证A股ST公司\600095\哈高科2015年报.pdf.txt_total.md,79,10,-0.069564304,-0.070107961
600095/2016,600095,2016,clean1\深证A股ST公司\600095\哈高科2016年年度报告.pdf.txt_total.md,142,10,-0.191957636,-0.070107961
600095/2017,600095,2017,clean1\深证A股ST公司\600095\哈高科2017年年度报告.pdf.txt_total.md,75,44,-0.002300425,-0.066088297
600096/2012,600096,2012,clean1\深证A股ST公司\600096\云南云天化股份有限公司2012年年度报告.pdf.txt_total.md,51,12,0.237353838,-0.058820779
600096/2013,600096,2013,clean1\深证A股ST公司\600096\云南云天化股份有限公司2013年年度报告.pdf.txt_total.md,62,0,0.389254146,
600096/2014,600096,2014,clean1\深证A股ST公司\600096\云南云天化股份有限公司2014年报.pdf.txt_total.md,55,11,0.22578189,-0.063721226
600096/2015,600096,2015,clean1\深证A股ST公司\600096\云天化2015年报.pdf.txt_total.md,56,11,0.290434409,-0.063535999
600096/2016,600096,2016,clean1\深证A股ST公司\600096\云天化2016年年度报告（修订版）.pdf.txt_total.md,67,11,0.391851132,-0.063535999
600096/2017,600096,2017,clean1\深证A股ST公司\600096\云天化2017年年度报告（修订版2）.pdf.txt_total.md,116,49,0.391127313,-0.090943949
600099/2015,600099,2015,clean1\深证A股ST公司\600099\林海股份2015年报.pdf.txt_total.md,39,11,0.247817154,-0.063557542
600099/2016,600099,2016,clean1\深证A股ST公司\600099\林海股份2016年年度报告.pdf.txt_total.md,62,11,0.19574929,-0.063557551
600099/2017,600099,2017,clean1\深证A股ST公司\600099\林海股份2017年年度报告（修订版）.pdf.txt_total.md,69,43,0.424325499,-0.068060359
600099/2012,600099,2012,clean1\深证A股ST公司\600099\林海股份有限公司2012年年度报告(修订版).pdf.txt_total.md,42,0,0.291890355,
600099/2013,600099,2013,clean1\深证A股ST公司\600099\林海股份有限公司2013年年度报告.pdf.txt_total.md,24,11,0.198003144,-0.063557551
600099/2014,600099,2014,clean1\深证A股ST公司\600099\林海股份有限公司2014年报.pdf.txt_total.md,21,11,0.188954376,-0.063557551
600103/2012,600103,2012,clean1\深证A股ST公司\600103\福建省青山纸业股份有限公司2012年年度报告.pdf.txt_total.md,57,11,-0.090455038,-0.063588155
600103/2013,600103,2013,clean1\深证A股ST公司\600103\福建省青山纸业股份有限公司2013年年度报告.pdf.txt_total.md,91,11,0.017488189,-0.063588155
600103/2014,600103,2014,clean1\深证A股ST公司\600103\福建省青山纸业股份有限公司2014年报（修订版）.pdf.txt_total.md,91,11,0.017488189,-0.063588155
600103/2015,600103,2015,clean1\深证A股ST公司\600103\青山纸业2015年年度报告.pdf.txt_total.md,68,11,0.107753539,-0.063588155
600103/2016,600103,2016,clean1\深证A股ST公司\600103\青山纸业2016年年度报告（修订版）.pdf.txt_total.md,54,11,0.336584724,-0.063588155
600103/2017,600103,2017,clean1\深证A股ST公司\600103\青山纸业2017年年度报告（修订版）.pdf.txt_total.md,54,42,0.260636277,-0.08834949
600104/2015,600104,2015,clean1\深证A股ST公司\600104\上汽集团2015年年度报告.pdf.txt_total.md,26,11,0.349734789,-0.063407386
600104/2016,600104,2016,clean1\深证A股ST公司\600104\上汽集团2016年年度报告.pdf.txt_total.md,14,11,0.115397341,-0.063407386
600104/2017,600104,2017,clean1\深证A股ST公司\600104\上汽集团2017年年度报告.pdf.txt_total.md,17,46,0.200434114,-0.104768162
600104/2012,600104,2012,clean1\深证A股ST公司\600104\上海汽车集团股份有限公司2012年年度报告.pdf.txt_total.md,28,11,0.121340674,-0.063407386
600104/2013,600104,2013,clean1\深证A股ST公司\600104\上海汽车集团股份有限公司2013年年度报告.pdf.txt_total.md,35,11,0.241149847,-0.063407386
600104/2014,600104,2014,clean1\深证A股ST公司\600104\上海汽车集团股份有限公司2014年报.pdf.txt_total.md,38,11,0.10304454,-0.063407386
600105/2015,600105,2015,clean1\深证A股ST公司\600105\永鼎股份2015年年度报告.pdf.txt_total.md,84,12,0.195377405,-0.058820873
600105/2016,600105,2016,clean1\深证A股ST公司\600105\永鼎股份2016年年度报告.pdf.txt_total.md,85,12,0.161845073,-0.058997044
600105/2017,600105,2017,clean1\深证A股ST公司\600105\永鼎股份2017年年度报告.pdf.txt_total.md,93,36,0.234452968,-0.039129602
600105/2012,600105,2012,clean1\深证A股ST公司\600105\江苏永鼎股份有限公司2012年年度报告.pdf.txt_total.md,41,0,0.453861458,
600105/2013,600105,2013,clean1\深证A股ST公司\600105\江苏永鼎股份有限公司2013年年度报告.pdf.txt_total.md,49,12,0.272984881,-0.058990665
600105/2014,600105,2014,clean1\深证A股ST公司\600105\江苏永鼎股份有限公司2014年报.pdf.txt_total.md,74,12,0.197422758,-0.058293469
600107/2012,600107,2012,clean1\深证A股ST公司\600107\湖北美尔雅股份有限公司2012年年度报告.pdf.txt_total.md,85,0,0.27377351,
600107/2013,600107,2013,clean1\深证A股ST公司\600107\湖北美尔雅股份有限公司2013年年度报告.pdf.txt_total.md,65,11,0.254208065,-0.063428211
600107/2014,600107,2014,clean1\深证A股ST公司\600107\湖北美尔雅股份有限公司2014年报.pdf.txt_total.md,78,11,0.136437724,-0.063539309
600107/2015,600107,2015,clean1\深证A股ST公司\600107\美尔雅2015年年度报告.pdf.txt_total.md,85,11,0.207575573,-0.063428211
600107/2016,600107,2016,clean1\深证A股ST公司\600107\美尔雅2016年年度报告.pdf.txt_total.md,81,11,0.362969198,-0.063444858
600107/2017,600107,2017,clean1\深证A股ST公司\600107\美尔雅2017年年度报告.pdf.txt_total.md,55,46,0.108347113,-0.092731504
600110/2012,600110,2012,clean1\深证A股ST公司\600110\中科英华高技术股份有限公司2012年年度报告.pdf.txt_total.md,54,11,0.297246102,-0.063753381
600110/2013,600110,2013,clean1\深证A股ST公司\600110\中科英华高技术股份有限公司2013年年度报告.pdf.txt_total.md,75,0,0.25187583,
600110/2014,600110,2014,clean1\深证A股ST公司\600110\中科英华高技术股份有限公司2014年报.pdf.txt_total.md,71,11,0.144939292,-0.058277523
600110/2015,600110,2015,clean1\深证A股ST公司\600110\诺德股份2015年报.pdf.txt_total.md,46,12,0.318526288,-0.058990685
600110/2016,600110,2016,clean1\深证A股ST公司\600110\诺德股份2016年年度报告.pdf.txt_total.md,50,12,0.381077088,-0.058990685
600110/2017,600110,2017,clean1\深证A股ST公司\600110\诺德股份2017年年度报告.pdf.txt_total.md,54,47,0.453511689,-0.080956293
600111/2012,600111,2012,clean1\深证A股ST公司\600111\内蒙古包钢稀土(集团)高科技股份有限公司2012年年度报告.pdf.txt_total.md,62,10,0.27026559,-0.169794534
600111/2013,600111,2013,clean1\深证A股ST公司\600111\内蒙古包钢稀土(集团)高科技股份有限公司2013年年度报告.pdf.txt_total.md,51,9,0.427273925,-0.171019618
600111/2015,600111,2015,clean1\深证A股ST公司\600111\北方稀土2015年报.pdf.txt_total.md,55,9,0.372177521,-0.170814166
600111/2016,600111,2016,clean1\深证A股ST公司\600111\北方稀土2016年度报告.pdf.txt_total.md,31,9,0.469872937,-0.170814166
600111/2017,600111,2017,clean1\深证A股ST公司\600111\北方稀土2017年度报告.pdf.txt_total.md,71,9,0.546653705,0.088777359
600112/2017,600112,2017,clean1\深证A股ST公司\600112\_ST天成2017年年度报告.pdf.txt_total.md,69,56,0.344041758,-0.111497475
600112/2015,600112,2015,clean1\深证A股ST公司\600112\天成控股2015年年度报告.pdf.txt_total.md,73,12,0.283939095,-0.058412059
600112/2016,600112,2016,clean1\深证A股ST公司\600112\天成控股2016年年度报告.pdf.txt_total.md,73,12,0.405013181,-0.058411388
600112/2013,600112,2013,clean1\深证A股ST公司\600112\贵州长征天成控股股份有限公司2013年年度报告.pdf.txt_total.md,84,12,0.280793759,-0.058581821
600112/2014,600112,2014,clean1\深证A股ST公司\600112\贵州长征天成控股股份有限公司2014年报.pdf.txt_total.md,86,11,0.285004368,-0.064366042
600112/2012,600112,2012,clean1\深证A股ST公司\600112\贵州长征电气股份有限公司2012年年度报告.pdf.txt_total.md,75,11,0.078075262,-0.063563648
600114/2012,600114,2012,clean1\深证A股ST公司\600114\东睦新材料集团股份有限公司2012年年度报告.pdf.txt_total.md,45,11,0.249184289,-0.063563702
600114/2013,600114,2013,clean1\深证A股ST公司\600114\东睦新材料集团股份有限公司2013年年度报告.pdf.txt_total.md,45,11,0.307724989,-0.063617763
600114/2014,600114,2014,clean1\深证A股ST公司\600114\东睦新材料集团股份有限公司2014年报.pdf.txt_total.md,47,11,0.262160569,-0.063432535
600114/2015,600114,2015,clean1\深证A股ST公司\600114\东睦股份2015年报.pdf.txt_total.md,41,11,0.212624506,-0.063432535
600114/2016,600114,2016,clean1\深证A股ST公司\600114\东睦股份2016年年度报告.pdf.txt_total.md,81,11,0.249985103,-0.063432535
600114/2017,600114,2017,clean1\深证A股ST公司\600114\东睦股份2017年年度报告.pdf.txt_total.md,111,36,0.376193682,0.01131903
600117/2012,600117,2012,clean1\深证A股ST公司\600117\西宁特殊钢股份有限公司2012年年度报告.pdf.txt_total.md,25,0,-0.017793689,
600117/2013,600117,2013,clean1\深证A股ST公司\600117\西宁特殊钢股份有限公司2013年年度报告(修订版).pdf.txt_total.md,31,12,0.227794441,-0.058673308
600117/2014,600117,2014,clean1\深证A股ST公司\600117\西宁特殊钢股份有限公司2014年报.pdf.txt_total.md,24,11,0.001975761,-0.06465071
600117/2015,600117,2015,clean1\深证A股ST公司\600117\西宁特钢2015年年度报告.pdf.txt_total.md,24,11,-0.057408556,-0.06465071
600117/2016,600117,2016,clean1\深证A股ST公司\600117\西宁特钢2016年年度报告.pdf.txt_total.md,32,12,0.419987254,-0.058672964
600117/2017,600117,2017,clean1\深证A股ST公司\600117\西宁特钢2017年年度报告（补充版）.pdf.txt_total.md,41,47,0.371661874,-0.060699265
600126/2012,600126,2012,clean1\深证A股ST公司\600126\杭州钢铁股份有限公司2012年年度报告.pdf.txt_total.md,72,11,0.299508457,-0.063378437
600126/2013,600126,2013,clean1\深证A股ST公司\600126\杭州钢铁股份有限公司2013年年度报告.pdf.txt_total.md,74,11,0.378136206,-0.063432729
600126/2014,600126,2014,clean1\深证A股ST公司\600126\杭州钢铁股份有限公司2014年报.pdf.txt_total.md,82,14,0.260646735,-0.191740187
600126/2015,600126,2015,clean1\深证A股ST公司\600126\杭钢股份2015年报.pdf.txt_total.md,89,14,0.243734342,-0.123117043
600126/2016,600126,2016,clean1\深证A股ST公司\600126\杭钢股份2016年年度报告.pdf.txt_total.md,106,11,0.368906569,-0.063432729
600126/2017,600126,2017,clean1\深证A股ST公司\600126\杭钢股份2017年年度报告.pdf.txt_total.md,85,35,0.508513764,0.027128725
600127/2012,600127,2012,clean1\深证A股ST公司\600127\湖南金健米业股份有限公司2012年年度报告.pdf.txt_total.md,58,11,0.220340838,-0.063378505
600127/2015,600127,2015,clean1\深证A股ST公司\600127\金健米业2015年报.pdf.txt_total.md,103,11,0.390907933,-0.063427102
600127/2016,600127,2016,clean1\深证A股ST公司\600127\金健米业2016年年度报告（修订版）.pdf.txt_total.md,117,11,0.37014442,-0.063427102
600127/2017,600127,2017,clean1\深证A股ST公司\600127\金健米业2017年年度报告.pdf.txt_total.md,101,36,0.340834885,-0.040554743
600127/2013,600127,2013,clean1\深证A股ST公司\600127\金健米业股份有限公司2013年年度报告.pdf.txt_total.md,90,11,0.265367783,-0.06361233
600127/2014,600127,2014,clean1\深证A股ST公司\600127\金健米业股份有限公司2014年报.pdf.txt_total.md,92,11,0.297419344,-0.063427102
600129/2015,600129,2015,clean1\深证A股ST公司\600129\太极集团2015年报.pdf.txt_total.md,34,11,0.564539744,-0.063428527
600129/2016,600129,2016,clean1\深证A股ST公司\600129\太极集团2016年年度报告.pdf.txt_total.md,27,11,0.584608975,-0.063410005
600129/2017,600129,2017,clean1\深证A股ST公司\600129\太极集团2017年年度报告（修订版）.pdf.txt_total.md,42,31,0.479929701,0.012762015
600129/2012,600129,2012,clean1\深证A股ST公司\600129\重庆太极实业(集团)股份有限公司2012年年度报告(修订版).pdf.txt_total.md,65,11,0.456594529,-0.063378539
600129/2013,600129,2013,clean1\深证A股ST公司\600129\重庆太极实业(集团)股份有限公司2013年年度报告.pdf.txt_total.md,73,11,0.525960438,-0.063367259
600132/2015,600132,2015,clean1\深证A股ST公司\600132\重庆啤酒2015年报.pdf.txt_total.md,41,11,0.173594368,-0.063284419
600132/2016,600132,2016,clean1\深证A股ST公司\600132\重庆啤酒2016年年度报告.pdf.txt_total.md,35,10,0.148274577,-0.169612765
600132/2017,600132,2017,clean1\深证A股ST公司\600132\重庆啤酒2017年年度报告.pdf.txt_total.md,34,34,0.021990901,-0.016825855
600132/2012,600132,2012,clean1\深证A股ST公司\600132\重庆啤酒股份有限公司2012年年度报告.pdf.txt_total.md,56,11,0.369239615,-0.063563618
600132/2013,600132,2013,clean1\深证A股ST公司\600132\重庆啤酒股份有限公司2013年年度报告.pdf.txt_total.md,39,0,0.296042866,
600132/2014,600132,2014,clean1\深证A股ST公司\600132\重庆啤酒股份有限公司2014年报.pdf.txt_total.md,17,11,0.273067517,-0.063469647
600135/2016,600135,2016,clean1\深证A股ST公司\600135\乐凯胶片2016年年度报告.pdf.txt_total.md,52,11,0.300121841,-0.06355891
600135/2017,600135,2017,clean1\深证A股ST公司\600135\乐凯胶片2017年年度报告.pdf.txt_total.md,55,52,0.343360161,-0.05610478
600135/2012,600135,2012,clean1\深证A股ST公司\600135\乐凯胶片股份有限公司2012年年度报告.pdf.txt_total.md,25,12,0.034606216,-0.058824138
600135/2013,600135,2013,clean1\深证A股ST公司\600135\乐凯胶片股份有限公司2013年年度报告.pdf.txt_total.md,18,12,-0.136699519,-0.058824138
600135/2014,600135,2014,clean1\深证A股ST公司\600135\乐凯胶片股份有限公司2014年报.pdf.txt_total.md,22,12,-0.142798638,-0.058820933
600136/2016,600136,2016,clean1\深证A股ST公司\600136\当代明诚2016年年度报告.pdf.txt_total.md,82,11,0.159456305,-0.063429271
600136/2017,600136,2017,clean1\深证A股ST公司\600136\当代明诚2017年年度报告（修订版）.pdf.txt_total.md,144,53,0.275630994,-0.099548812
600136/2012,600136,2012,clean1\深证A股ST公司\600136\武汉道博股份有限公司2012年年度报告(修订版).pdf.txt_total.md,19,0,-0.034895616,
600136/2013,600136,2013,clean1\深证A股ST公司\600136\武汉道博股份有限公司2013年年度报告(修订版).pdf.txt_total.md,15,11,-0.027602478,-0.063468538
600136/2014,600136,2014,clean1\深证A股ST公司\600136\武汉道博股份有限公司2014年报.pdf.txt_total.md,28,11,0.100283785,-0.06328331
600136/2015,600136,2015,clean1\深证A股ST公司\600136\道博股份2015年报（修订版）.pdf.txt_total.md,100,11,0.189464685,-0.06328331
600137/2012,600137,2012,clean1\深证A股ST公司\600137\四川浪莎控股股份有限公司2012年年度报告.pdf.txt_total.md,66,11,0.09771829,-0.063481415
600137/2013,600137,2013,clean1\深证A股ST公司\600137\四川浪莎控股股份有限公司2013年年度报告(修订版).pdf.txt_total.md,76,11,0.153777948,-0.063481415
600137/2014,600137,2014,clean1\深证A股ST公司\600137\四川浪莎控股股份有限公司2014年报.pdf.txt_total.md,77,11,0.075512471,-0.063296187
600137/2015,600137,2015,clean1\深证A股ST公司\600137\浪莎股份2015年年度报告（修订版）.pdf.txt_total.md,79,11,0.017115273,-0.063296187
600137/2016,600137,2016,clean1\深证A股ST公司\600137\浪莎股份2016年年度报告.pdf.txt_total.md,69,11,0.089611062,-0.063296187
600137/2017,600137,2017,clean1\深证A股ST公司\600137\浪莎股份2017年年度报告（修订版）.pdf.txt_total.md,69,44,0.120479896,-0.072412089
600139/2012,600139,2012,clean1\深证A股ST公司\600139\四川西部资源控股股份有限公司2012年年度报告.pdf.txt_total.md,19,11,0.072106946,-0.063466808
600139/2013,600139,2013,clean1\深证A股ST公司\600139\四川西部资源控股股份有限公司2013年年度报告.pdf.txt_total.md,23,12,0.134182475,-0.058646768
600139/2015,600139,2015,clean1\深证A股ST公司\600139\西部资源2015年年度报告.pdf.txt_total.md,69,12,0.089074963,-0.058646858
600139/2016,600139,2016,clean1\深证A股ST公司\600139\西部资源2016年年度报告（修订版）.pdf.txt_total.md,49,12,0.068379105,-0.05864616
600139/2017,600139,2017,clean1\深证A股ST公司\600139\西部资源2017年年度报告.pdf.txt_total.md,37,56,-0.052992696,-0.116970936
600141/2015,600141,2015,clean1\深证A股ST公司\600141\兴发集团2015年报.pdf.txt_total.md,49,12,0.416685635,-0.058777984
600141/2016,600141,2016,clean1\深证A股ST公司\600141\兴发集团2016年年度报告（修订版）.pdf.txt_total.md,47,12,0.406331076,-0.058778117
